index,movieId,title,genres,director,,,,,,,,,,,,,,,,,,,,,
3265,4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,James Ivory,,,,,,,,,,,,,,,,,,,,,fire kidnapping nightmare earthquake insomnia
3266,4419,All That Heaven Allows (1955),Drama|Romance,Charlie Kaufman,,,,,,,,,,,,,,,,,,,,,high school prom next door neighbor
3267,4420,"Barefoot Contessa, The (1954)",Drama,Mike Leigh,,,,,,,,,,,,,,,,,,,,,black people spelling spelling bee
3268,4422,Cries and Whispers (Viskningar och rop) (1972),Drama,Fran Ozon,,,,,,,,,,,,,,,,,,,,,smoking company marijuana drug woman director
3269,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,Mark L. Lester,,,,,,,,,,,,,,,,,,,,,minnesota small town economy plants vegetarian
3270,4426,Kiss Me Deadly (1955),Film-Noir,David Dobkin,,,,,,,,,,,,,,,,,,,,,based on novel wall street psychopath white collar harvard business school
3271,4427,"Lion in Winter, The (1968)",Drama,Ryan Fleck,,,,,,,,,,,,,,,,,,,,,suicide sex jealousy dream blackmail
3272,4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,Nigel Cole,,,,,,,,,,,,,,,,,,,,,canada police murder killer buddy cop
3273,4429,Moby Dick (1956),Drama,Anand Tucker,,,,,,,,,,,,,,,,,,,,,boston sheep friendship sequel revenge
3274,4432,Sweet Smell of Success (1957),Drama|Film-Noir,Steve James,,,,,,,,,,,,,,,,,,,,,based on novel uruguay
3275,4433,Written on the Wind (1956),Drama,Michael Winner,,,,,,,,,,,,,,,,,,,,,masseuse thanksgiving party romance mother daughter relationship
3276,4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,Tomm Moore,,,,,,,,,,,,,,,,,,,,,lie high school school teen movie rumor
3277,4436,Obsession (1976),Mystery|Thriller,John Carney,,,,,,,,,,,,,,,,,,,,,sport
3278,4437,Suspiria (1977),Horror,David Jacobson,,,,,,,,,,,,,,,,,,,,,film director dracula \u00a0nosferatu
3279,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,Michael Corrente,,,,,,,,,,,,,,,,,,,,,single parent waitress fountain friendship high school
3280,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,Edward Hall,,,,,,,,,,,,,,,,,,,,,independent film mistaken identity
3281,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,Keith Gordon,,,,,,,,,,,,,,,,,,,,,sport
3282,4441,Game of Death (1978),Action,David Leland,,,,,,,,,,,,,,,,,,,,,woman director
3283,4442,"Last Dragon, The (1985)",Action|Comedy|Drama,Andrew Currie,,,,,,,,,,,,,,,,,,,,,based on novel sister sister relationship empowerment sister turn of the century
3284,4443,Outland (1981),Action|Sci-Fi|Thriller,Luke Wilson,,,,,,,,,,,,,,,,,,,,,sex depression existentialism
3285,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,Jonathan Lynn,,,,,,,,,,,,,,,,,,,,,jealousy cooking garden funeral season
3286,4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,Marc Sch\u00f6lermann,,,,,,,,,,,,,,,,,,,,,upper class women father murder daughter maid
3287,4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,Coky Giedroyc,,,,,,,,,,,,,,,,,,,,,yakuza los angeles samurai sword
3288,4447,Legally Blonde (2001),Comedy|Romance,Robert Moresco,,,,,,,,,,,,,,,,,,,,,small town fbi widow murder independent film
3289,4448,"Score, The (2001)",Action|Drama,Thomas Vinterberg,,,,,,,,,,,,,,,,,,,,,suicide depression independent film coming of age teen movie
3290,4449,Adanggaman (2000),Drama,Claudia Llosa,,,,,,,,,,,,,,,,,,,,,machinist aftercreditsstinger duringcreditsstinger equal pay discrimination
3291,4450,Bully (2001),Crime|Drama|Thriller,Katsuhiro ,,,,,,,,,,,,,,,,,,,,,father son relationship memory hospital confrontation family
3292,4451,Jump Tomorrow (2001),Comedy|Drama|Romance,John Herzfeld,,,,,,,,,,,,,,,,,,,,,oregon olympic games sport runner
3293,4452,Made (2001),Comedy,Charles Binam,,,,,,,,,,,,,,,,,,,,,highwayman
3294,4453,Michael Jordan to the Max (2000),Documentary|IMAX,Keith Parmer,,,,,,,,,,,,,,,,,,,,,barbarian underwater trapped sea monster woman director
3295,4454,More (1998),Animation|Drama|Sci-Fi|IMAX,Dennie Gordon,,,,,,,,,,,,,,,,,,,,,sport
3296,4458,Africa: The Serengeti (1994),Documentary|IMAX,Ol Parker,,,,,,,,,,,,,,,,,,,,,indian territory beach stetson san fernando valley strange person
3297,4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX,Bruce Beresford,,,,,,,,,,,,,,,,,,,,,sport
3298,4462,18 Again! (1988),Comedy|Fantasy,Fran Ozon,,,,,,,,,,,,,,,,,,,,,spy war british secret service
3299,4463,1969 (1988),Drama|War,James Nunn,,,,,,,,,,,,,,,,,,,,,sport
3300,4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,David Webb Peoples,,,,,,,,,,,,,,,,,,,,,sport
3301,4465,"Accused, The (1988)",Drama,Michael Winnick,,,,,,,,,,,,,,,,,,,,,vororte black humor satire dark comedy gore
3302,4466,Above the Law (1988),Action|Crime|Drama,Bruce Beresford,,,,,,,,,,,,,,,,,,,,,con man release from prison independent film
3303,4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,"George Tillman, Jr.",,,,,,,,,,,,,,,,,,,,,london england mother robbery detective assassin
3304,4470,Ariel (1988),Drama,Stanley Tong,,,,,,,,,,,,,,,,,,,,,female nudity pathology student of medicine extortion drug use
3305,4471,Arthur 2: On the Rocks (1988),Comedy|Romance,David Oelhoffen,,,,,,,,,,,,,,,,,,,,,woman director
3306,4473,Bat*21 (1988),Drama|War,Jason Reitman,,,,,,,,,,,,,,,,,,,,,undercover mafia mobster crime family
3307,4474,Beaches (1988),Comedy|Drama|Musical,Eli Roth,,,,,,,,,,,,,,,,,,,,,underdog secret society friendship pistol self esteem
3308,4475,"Beast of War, The (Beast, The) (1988)",Drama|War,Lone Scherfig,,,,,,,,,,,,,,,,,,,,,new age woman director healer
3309,4476,Big Business (1988),Comedy,Anand Tucker,,,,,,,,,,,,,,,,,,,,,saving the world total destruction megacity street gang underground
3310,4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,Tony Richardson,,,,,,,,,,,,,,,,,,,,,vineyard rifle drug trade violence shot in the stomach
3311,4478,Biloxi Blues (1988),Comedy|Drama,Joe Carnahan,,,,,,,,,,,,,,,,,,,,,quebec sport ice hockey hockey player montreal canadiens
3312,4480,"Blob, The (1988)",Horror|Sci-Fi,Paul Gross,,,,,,,,,,,,,,,,,,,,,sport
3313,4482,"Bright Lights, Big City (1988)",Drama,Charles Robert Carner,,,,,,,,,,,,,,,,,,,,,hong kong macau woman director
3314,4483,Caddyshack II (1988),Comedy,Russell Holt,,,,,,,,,,,,,,,,,,,,,london england flower shop homosexuality lesbian lgbt
3315,4484,Camille Claudel (1988),Drama,Mike Judge,,,,,,,,,,,,,,,,,,,,,cook friendship
3316,4487,Cocktail (1988),Drama|Romance,Larry Charles,,,,,,,,,,,,,,,,,,,,,london england female nudity women countryside based on novel
3317,4488,Colors (1988),Action|Crime|Drama,Claude Miller,,,,,,,,,,,,,,,,,,,,,sport
3318,4489,Coming to America (1988),Comedy|Romance,Michael Winterbottom,,,,,,,,,,,,,,,,,,,,,martial arts post-apocalyptic sport revenge independent film
3319,4490,"Couch Trip, The (1988)",Comedy,Sacha Bennett,,,,,,,,,,,,,,,,,,,,,sport
3320,4492,Critters (1986),Comedy|Sci-Fi,Rodrigo Garc,,,,,,,,,,,,,,,,,,,,,individual black people chauffeur atlanta widow
3321,4495,Crossing Delancey (1988),Comedy|Romance,Jeta Amata,,,,,,,,,,,,,,,,,,,,,sister family relationships unity
3322,4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,Siddharth Anand,,,,,,,,,,,,,,,,,,,,,new york martial arts supermarket gang war disabled child
3323,4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,Vincent Paronnaud,,,,,,,,,,,,,,,,,,,,,fire classroom hostage rain horse
3324,4498,"Dead Pool, The (1988)",Action|Crime|Thriller,Joe Dante,,,,,,,,,,,,,,,,,,,,,father son relationship capitalism based on novel smoking lie
3325,4499,Dirty Rotten Scoundrels (1988),Comedy,Dennis Gansel,,,,,,,,,,,,,,,,,,,,,prague bratislava castration ladies' man student
3326,4500,Drowning by Numbers (1988),Comedy|Drama,Nicolas Winding Refn,,,,,,,,,,,,,,,,,,,,,adolescence age difference self-discovery coming of age love affair
3327,4502,Ernest Saves Christmas (1988),Children|Comedy,Daniel Barber,,,,,,,,,,,,,,,,,,,,,salesclerk
3328,4504,Feds (1988),Comedy,Robert Marcarelli,,,,,,,,,,,,,,,,,,,,,suicide bomb prostitute rape sex
3329,4505,For Keeps (1988),Drama|Romance,Jason Reitman,,,,,,,,,,,,,,,,,,,,,assertion investigation internal affairs narcotics cop
3330,4506,Frantic (1988),Crime|Mystery|Thriller,Ernie Barbarash,,,,,,,,,,,,,,,,,,,,,sport
3331,4508,Gorillas in the Mist (1988),Drama,Guy Hamilton,,,,,,,,,,,,,,,,,,,,,sport
3332,4509,"Great Outdoors, The (1988)",Comedy,Francis Ford Coppola,,,,,,,,,,,,,,,,,,,,,sport
3333,4511,High Spirits (1988),Comedy,Adrian Lyne,,,,,,,,,,,,,,,,,,,,,infidelity con man thief independent film business
3334,4516,Johnny Be Good (1988),Comedy,Marc Webb,,,,,,,,,,,,,,,,,,,,,journalist musical concert independent film
3335,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,Jane Campion,,,,,,,,,,,,,,,,,,,,,sport
3336,4518,The Lair of the White Worm (1988),Comedy|Horror,Steven Soderbergh,,,,,,,,,,,,,,,,,,,,,seattle shanghai future insurance salesman dystopia
3337,4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,Jonathan Liebesman,,,,,,,,,,,,,,,,,,,,,racehorse
3338,4520,License to Drive (1988),Comedy,Guy Hamilton,,,,,,,,,,,,,,,,,,,,,butler dublin maid
3339,4521,Little Nikita (1988),Drama,Jay Russell,,,,,,,,,,,,,,,,,,,,,sport
3340,4522,Masquerade (1988),Mystery|Romance|Thriller,Adam Brooks,,,,,,,,,,,,,,,,,,,,,new york from rags to riches family relationships bollywood racer
3341,4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,Salim Akil,,,,,,,,,,,,,,,,,,,,,civil war parents kids relationship 1970s puberty totalitarian regime
3342,4524,Moon Over Parador (1988),Comedy,George Clooney,,,,,,,,,,,,,,,,,,,,,basement hole little brother
3343,4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,Bennett Miller,,,,,,,,,,,,,,,,,,,,,dictator trainer classroom fascism group dynamics
3344,4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,Robert Rodriguez,,,,,,,,,,,,,,,,,,,,,model
3345,4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,Michael Anderson,,,,,,,,,,,,,,,,,,,,,self-defense widower
3346,4531,Red Heat (1988),Action,Guy Hamilton,,,,,,,,,,,,,,,,,,,,,bible suspense biblical code revelation (book)
3347,4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,Craig R. Baxley,,,,,,,,,,,,,,,,,,,,,sexuality becoming an adult puberty first time oscar award
3348,4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,Neil Marshall,,,,,,,,,,,,,,,,,,,,,sport
3349,4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,James D. Stern,,,,,,,,,,,,,,,,,,,,,spy fight secret organization satellite secret agent
3350,4537,Running on Empty (1988),Drama,Matt Bettinelli-Olpin,,,,,,,,,,,,,,,,,,,,,italy love at first sight loss of father patriarch organized crime
3351,4541,"Serpent and the Rainbow, The (1988)",Horror,David O. Russell,,,,,,,,,,,,,,,,,,,,,dancing dance locksmith welder
3352,4544,Short Circuit 2 (1988),Comedy|Sci-Fi,Rob Zombie,,,,,,,,,,,,,,,,,,,,,date sex jealousy fight architect
3353,4545,Short Circuit (1986),Comedy|Sci-Fi,Rick Famuyiwa,,,,,,,,,,,,,,,,,,,,,love triangle scotland mother adultery sexuality
3354,4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,Michael Rymer,,,,,,,,,,,,,,,,,,,,,dancing florida strip club male stripper novice
3355,4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,Rob Zombie,,,,,,,,,,,,,,,,,,,,,witch loss of mother small town death penalty lighthouse
3356,4553,They Live (1988),Action|Sci-Fi|Thriller,Sharron Miller,,,,,,,,,,,,,,,,,,,,,london england new york bomb england spy
3357,4557,Tucker: The Man and His Dream (1988),Drama,Joel Coen,,,,,,,,,,,,,,,,,,,,,mississippi childhood memory dog
3358,4558,Twins (1988),Comedy,Aaron Schneider,,,,,,,,,,,,,,,,,,,,,lovesickness love of one's life narration lovers kiss
3359,4562,Without a Clue (1988),Comedy|Mystery,Steve Miner,,,,,,,,,,,,,,,,,,,,,african american wedding class differences martha's vineyard
3360,4563,Young Einstein (1988),Comedy,Gina Prince-Bythewood,,,,,,,,,,,,,,,,,,,,,telecaster communist political activism tv show politician
3361,4564,Always (1989),Drama|Fantasy|Romance,Tom Ford,,,,,,,,,,,,,,,,,,,,,gay self-fulfilling prophecy based on novel journalism identity
3362,4565,American Ninja (1985),Action|Adventure,Martin Scorsese,,,,,,,,,,,,,,,,,,,,,gunslinger anti terror ambush mexico showdown
3363,4568,Best of the Best (1989),Action,Michael Corrente,,,,,,,,,,,,,,,,,,,,,female nudity killer robot nudity utopia teleportation
3364,4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,Gurinder Chadha,,,,,,,,,,,,,,,,,,,,,london england england martial arts assassin exotic island
3365,4572,Black Rain (1989),Action|Crime|Drama,Phillip Noyce,,,,,,,,,,,,,,,,,,,,,showdown suspicion of murder boxer suspension organized crime
3366,4573,Blaze (1989),Comedy|Drama,Don Michael Paul,,,,,,,,,,,,,,,,,,,,,mutant expedition cave darkness rope
3367,4574,Blind Fury (1989),Action|Thriller,Tony Maylam,,,,,,,,,,,,,,,,,,,,,sport
3368,4577,Casualties of War (1989),Drama|War,Mitch Davis,,,,,,,,,,,,,,,,,,,,,found footage
3369,4578,Chances Are (1989),Comedy|Romance,Yash Chopra,,,,,,,,,,,,,,,,,,,,,lsd looking for  birth parents half-brother independent film
3370,4580,Cyborg (1989),Action|Sci-Fi,David Mamet,,,,,,,,,,,,,,,,,,,,,sadistic killing fire sheriff bounty hunter
3371,4581,Dad (1989),Drama,Jay Duplass,,,,,,,,,,,,,,,,,,,,,california hip-hop harvard university geek coming of age
3372,4583,Disorganized Crime (1989),Action|Comedy,Kevin Brodie,,,,,,,,,,,,,,,,,,,,,sport
3373,4584,Dream a Little Dream (1989),Comedy|Drama|Romance,Paul Schrader,,,,,,,,,,,,,,,,,,,,,upper class halloween psychopath urban legend youth
3374,4585,"Dream Team, The (1989)",Comedy,George Hickenlooper,,,,,,,,,,,,,,,,,,,,,sport
3375,4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,Lynne Ramsay,,,,,,,,,,,,,,,,,,,,,professor dark comedy telephone call aftercreditsstinger 1960s
3376,4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,John Stephenson,,,,,,,,,,,,,,,,,,,,,independent film
3377,4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,Tim Chambers,,,,,,,,,,,,,,,,,,,,,witch cemetery magic time travel aging
3378,4593,Family Business (1989),Comedy,Curtis Hanson,,,,,,,,,,,,,,,,,,,,,talent success musician woman director
3379,4594,Farewell to the King (1989),Action|War,Rodrigo Garc,,,,,,,,,,,,,,,,,,,,,gay based on novel suicidal death of lover teacher student relationship
3380,4595,Fat Man and Little Boy (1989),Drama,Dick Richards,,,,,,,,,,,,,,,,,,,,,christianity traitor jesus christ roman crucifixion
3381,4597,Gleaming the Cube (1989),Action|Drama|Mystery,Jean-Marie Poir,,,,,,,,,,,,,,,,,,,,,suicide sex sexuality college police
3382,4599,Great Balls of Fire! (1989),Drama,Sofia Coppola,,,,,,,,,,,,,,,,,,,,,indian lead bollywood modern day adaptation pride & prejudice woman director
3383,4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,Bob Gosse,,,,,,,,,,,,,,,,,,,,,child abuse sister sister relationship prosecution australia approved school 
3384,4602,Harlem Nights (1989),Comedy|Crime|Romance,Alex Zamm,,,,,,,,,,,,,,,,,,,,,sport
3385,4603,Her Alibi (1989),Comedy|Romance,Spencer Susser,,,,,,,,,,,,,,,,,,,,,flooding futuristic police detective
3386,4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,Richard Shepard,,,,,,,,,,,,,,,,,,,,,based on novel biography
3387,4608,"Innocent Man, An (1989)",Crime|Drama,Gus Van Sant,,,,,,,,,,,,,,,,,,,,,love of one's life pilot class society pakistan india
3388,4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,Thaddeus O'Sullivan,,,,,,,,,,,,,,,,,,,,,film making film producer video surveillance sport interracial marriage
3389,4611,Johnny Handsome (1989),Crime|Drama,Peter Sollett,,,,,,,,,,,,,,,,,,,,,mumblecore
3390,4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,Shari Springer Berman,,,,,,,,,,,,,,,,,,,,,miniseries
3391,4613,K-9 (1989),Action|Comedy|Crime,Aleksey German,,,,,,,,,,,,,,,,,,,,,male nudity adultery based on novel infidelity tv show
3392,4614,Kickboxer (1989),Action,Stephen Milburn Anderson,,,,,,,,,,,,,,,,,,,,,new york alcohol sex infidelity nudity
3393,4615,Last Exit to Brooklyn (1989),Drama,Richard E. Grant,,,,,,,,,,,,,,,,,,,,,suburb violence killing spree prison visit guinea pig
3394,4616,Lean on Me (1989),Drama,Troy Duffy,,,,,,,,,,,,,,,,,,,,,angel miracle village christian candle
3395,4617,Let It Ride (1989),Comedy,David Lam,,,,,,,,,,,,,,,,,,,,,sport catholic mother superior catholic school convent school
3396,4619,Little Monsters (1989),Comedy,Francis Ford Coppola,,,,,,,,,,,,,,,,,,,,,male nudity female nudity mexico prostitute nudity
3397,4621,Look Who's Talking (1989),Comedy|Romance,Vladlen Barbe,,,,,,,,,,,,,,,,,,,,,adoptive mother nymphomaniac mother daughter relationship
3398,4622,Loverboy (1989),Comedy,Richard Rich,,,,,,,,,,,,,,,,,,,,,gypsy middle east foreign legion wilderness archaeologist
3399,4623,Major League (1989),Comedy,Clint Eastwood,,,,,,,,,,,,,,,,,,,,,servant time travel clumsy fellow middle ages nobility
3400,4624,Meet the Feebles (1989),Animation|Comedy|Musical,Robert C. Cooper,,,,,,,,,,,,,,,,,,,,,milan independent film luxury hotel man in towel\u00a0 woman director
3401,4625,Millennium (1989),Drama|Sci-Fi|Thriller,Richard Linklater,,,,,,,,,,,,,,,,,,,,,female nudity based on novel stripper flop dark comedy
3402,4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,Kenny Ortega,,,,,,,,,,,,,,,,,,,,,inventor invention scandal
3403,4628,New York Stories (1989),Comedy|Drama,Kim Nguyen,,,,,,,,,,,,,,,,,,,,,loss of mother clerk grocery loss of relative loss of wife
3404,4629,Next of Kin (1989),Action|Crime|Thriller,Jackie Earle Haley,,,,,,,,,,,,,,,,,,,,,growing up money crime fatherhood
3405,4630,No Holds Barred (1989),Action,Max ,,,,,,,,,,,,,,,,,,,,,desperation highway wilderness getting lost friendship
3406,4632,"Package, The (1989)",Action|Thriller,Arie Posin,,,,,,,,,,,,,,,,,,,,,miniseries
3407,4634,Penn & Teller Get Killed (1989),Adventure|Comedy,Damian Nieman,,,,,,,,,,,,,,,,,,,,,new jersey equality lesbian relationship cancer
3408,4635,Pink Cadillac (1989),Action|Comedy|Drama,Mark Tonderai,,,,,,,,,,,,,,,,,,,,,independent film woman director
3409,4636,"Punisher, The (1989)",Action,Denis Villeneuve,,,,,,,,,,,,,,,,,,,,,miniseries
3410,4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,Gabriele Muccino,,,,,,,,,,,,,,,,,,,,,independent film money
3411,4639,America's Sweethearts (2001),Comedy|Romance,Ian Fitzgibbon,,,,,,,,,,,,,,,,,,,,,adultery brain tumor south africa alcoholism divorce
3412,4640,Brother (2000),Action|Crime|Thriller,Jos\u00e9 Padilha,,,,,,,,,,,,,,,,,,,,,arbitrary law boston twin brother russian mafia prologue
3413,4641,Ghost World (2001),Comedy|Drama,John R. Leonetti,,,,,,,,,,,,,,,,,,,,,miniseries
3414,4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,Rachel Perkins,,,,,,,,,,,,,,,,,,,,,sheriff vampire orphanage writer edgar allen poe
3415,4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,John Singleton,,,,,,,,,,,,,,,,,,,,,miniseries
3416,4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,Luis Valdez,,,,,,,,,,,,,,,,,,,,,miniseries
3417,4645,Cure (1997),Crime|Horror|Thriller,Alan Alda,,,,,,,,,,,,,,,,,,,,,gunslinger showdown marshal blackmail mine
3418,4646,Greenfingers (2000),Comedy|Drama,Brian De Palma,,,,,,,,,,,,,,,,,,,,,wormhole space travel supernatural powers spaceship alien
3419,4649,Wet Hot American Summer (2001),Comedy,Stephen Sommers,,,,,,,,,,,,,,,,,,,,,1970s texas high school comedy coming of age
3420,4653,"Return of the Musketeers, The (1989)",Adventure|Comedy,Doug Liman,,,,,,,,,,,,,,,,,,,,,musical music summer teenager summer job
3421,4654,Road House (1989),Action|Drama,Nicole Holofcener,,,,,,,,,,,,,,,,,,,,,small town lovers bear north pole
3422,4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,Robert Wise,,,,,,,,,,,,,,,,,,,,,mobster money problems borrow trouble classmates
3423,4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,Louis Morneau,,,,,,,,,,,,,,,,,,,,,berlin jew forbidden love lesbian relationship homosexuality
3424,4661,Sea of Love (1989),Crime|Drama|Thriller,Caroline Link,,,,,,,,,,,,,,,,,,,,,suicide father son relationship surreal independent film parallel world
3425,4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,Steve McQueen,,,,,,,,,,,,,,,,,,,,,miniseries
3426,4663,She's Out of Control (1989),Comedy,Matthew Vaughn,,,,,,,,,,,,,,,,,,,,,mother daughter relationship cross dressing violence mother son relationship father son conflict
3427,4666,Skin Deep (1989),Comedy,Sterling Van Wagenen,,,,,,,,,,,,,,,,,,,,,prison middle east rape muslim militia
3428,4670,"Stepfather, The (1987)",Horror|Thriller,Zal Batmanglij,,,,,,,,,,,,,,,,,,,,,eroticism
3429,4671,Sweetie (1989),Drama,Michael Mayer,,,,,,,,,,,,,,,,,,,,,suspense
3430,4672,"Tall Guy, The (1989)",Comedy|Romance,Hans Petter Moland,,,,,,,,,,,,,,,,,,,,,slum police brutality brazilian war on drugs rio de janeiro
3431,4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,Oren Moverman,,,,,,,,,,,,,,,,,,,,,prequel evil doll killer doll spin off doll
3432,4675,Three Fugitives (1989),Action|Comedy,Ian Sharp,,,,,,,,,,,,,,,,,,,,,musical woman director
3433,4676,Troop Beverly Hills (1989),Comedy,Anton Corbijn,,,,,,,,,,,,,,,,,,,,,street gang black people rap music hip-hop street war
3434,4677,Turner & Hooch (1989),Comedy|Crime,James Cameron,,,,,,,,,,,,,,,,,,,,,musical death dying young nostalgic mexican american
3435,4678,UHF (1989),Comedy,Wolfgang Becker,,,,,,,,,,,,,,,,,,,,,miniseries
3436,4679,Uncle Buck (1989),Comedy,Tom Hooper,,,,,,,,,,,,,,,,,,,,,transvestism taxi prostitute subway shower
3437,4681,"War of the Roses, The (1989)",Comedy|Drama,Dan O'Bannon,,,,,,,,,,,,,,,,,,,,,southern accent wanted man lynch mob reflection in water lesson
3438,4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,Kevin Smith,,,,,,,,,,,,,,,,,,,,,ecstasy drug dealing drug reference to family circus high
3439,4686,Weekend at Bernie's II (1993),Adventure|Comedy,Randal Kleiser,,,,,,,,,,,,,,,,,,,,,midlife crisis marriage money divorce fashion
3440,4687,Billy Liar (1963),Comedy,Oliver Stone,,,,,,,,,,,,,,,,,,,,,nasa new mexico biological weapon epilepsy secret lab
3441,4688,Black Robe (1991),Adventure|Drama,Michael Moore,,,,,,,,,,,,,,,,,,,,,mutation bat attack closed mine bat attack
3442,4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",Mystery|Thriller,George Roy Hill,,,,,,,,,,,,,,,,,,,,,loss of family emigration world war ii jew national socialism
3443,4690,"Cotton Club, The (1984)",Crime|Musical,Robert Stevenson,,,,,,,,,,,,,,,,,,,,,pornography brother sister relationship sex addiction new york city thirty something
3444,4695,Who'll Stop the Rain (1978),Crime|Drama,Robert Redford,,,,,,,,,,,,,,,,,,,,,kidnapping ecstasy drug traffic drug mule hitman
3445,4697,Basket Case (1982),Comedy|Horror,Robert Wise,,,,,,,,,,,,,,,,,,,,,miniseries
3446,4699,Original Sin (2001),Drama|Romance|Thriller,Harold Ramis,,,,,,,,,,,,,,,,,,,,,secret organization murder environmentalism vanity film eco-terrorists
3447,4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,Gary Hardwick,,,,,,,,,,,,,,,,,,,,,gay aids based on novel art house tantrum
3448,4701,Rush Hour 2 (2001),Action|Comedy,Rick Famuyiwa,,,,,,,,,,,,,,,,,,,,,alcohol cocaine daughter road trip independent film
3449,4703,Chocolat (1988),Drama,Bryan Singer,,,,,,,,,,,,,,,,,,,,,independent film wounded soldier iraq war
3450,4704,Hatari! (1962),Adventure|Comedy,Stephen Hopkins,,,,,,,,,,,,,,,,,,,,,miniseries
3451,4705,"Cage aux Folles, La (1978)",Comedy,Walt Becker,,,,,,,,,,,,,,,,,,,,,manchester city medicine new love epilepsy wife
3452,4708,Marat/Sade (1966),Drama|Musical,Darren Aronofsky,,,,,,,,,,,,,,,,,,,,,saving the world artificial intelligence rebel cyborg shotgun
3453,4709,Paint Your Wagon (1969),Comedy|Musical|Western,King Vidor,,,,,,,,,,,,,,,,,,,,,bureaucracy berlin wall police state coma loss of mother
3454,4710,"Shootist, The (1976)",Drama|Western,Christopher Guest,,,,,,,,,,,,,,,,,,,,,england leeds united sport brighton soccer
3455,4711,Theremin: An Electronic Odyssey (1993),Documentary,John Carpenter,,,,,,,,,,,,,,,,,,,,,female nudity crematorium nudity punk company
3456,4713,Altered States (1980),Drama|Sci-Fi,Spike Lee,,,,,,,,,,,,,,,,,,,,,sex game show slacker shopping mall
3457,4714,Any Which Way You Can (1980),Comedy,Fred Savage,,,,,,,,,,,,,,,,,,,,,flying car street gang running graduation musical
3458,4715,"Awakening, The (1980)",Horror,Sammo Hung,,,,,,,,,,,,,,,,,,,,,famous score hero mine vietnam war village
3459,4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy,Christopher Guest,,,,,,,,,,,,,,,,,,,,,usa president jihad saudi arabia war on terror iraq
3460,4718,American Pie 2 (2001),Comedy,Donald Petrie,,,,,,,,,,,,,,,,,,,,,wyoming historical figure loot sharing
